lead_id,listing_id,agent_id,agent_name,agency,property_type,bedrooms,community,emirate,listing_price,lead_source,lead_status,lead_date,buyer_name
LED0333,LST0280,AGT009,Aisha Al Zaabi,CBRE,Townhouse,2,Khalifa City,Abu Dhabi,3820000.0,Bayut,Converted,2026-06-14,Buyer_0333
LED0334,LST0009,AGT005,Emma Clarke,Dubizzle Property,Villa,0,Dubai Marina,Dubai,6675000.0,Walk-in,New,2026-06-29,Buyer_0334
LED0335,LST0135,AGT008,Tom Reynolds,Knight Frank,Apartment,5,Khalifa City,Abu Dhabi,942000.0,Bayut,New,2026-06-17,Buyer_0335
LED0336,LST0204,AGT008,Tom Reynolds,Knight Frank,Townhouse,4,Muwailih Commercial,Sharjah,3151000.0,Walk-in,Qualified,2026-01-23,Buyer_0336
LED0337,LST0257,AGT004,Raj Patel,Driven Properties,Villa,4,Al Nahda,Sharjah,2589000.0,Referral,Converted,2026-01-04,Buyer_0337
LED0338,LST0206,AGT007,Priya Nair,Hamptons International,Penthouse,3,Al Reem Island,Abu Dhabi,9931000.0,PropertyFinder,Lost,2026-02-15,Buyer_0338
LED0339,LST0079,AGT004,Raj Patel,Driven Properties,Studio,0,Khalifa City,Abu Dhabi,982000.0,Direct Call,New,2026-04-14,Buyer_0339
LED0340,LST0041,AGT008,Tom Reynolds,Knight Frank,Studio,0,Khalifa City,Abu Dhabi,447000.0,Walk-in,Contacted,2026-05-24,Buyer_0340
LED0341,LST0275,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,1,Al Nahda,Sharjah,3599000.0,Direct Call,Converted,2026-02-02,Buyer_0341
LED0342,LST0034,AGT002,James Mitchell,Espace Real Estate,Apartment,5,Saadiyat Island,Abu Dhabi,1135000.0,Direct Call,Converted,2026-05-02,Buyer_0342
LED0343,LST0030,AGT010,Carlos Mendez,Savills,Apartment,4,Arabian Ranches,Dubai,830000.0,Bayut,New,2026-03-13,Buyer_0343
LED0344,LST0060,AGT004,Raj Patel,Driven Properties,Villa,5,Arabian Ranches,Dubai,2386000.0,Referral,Lost,2026-01-28,Buyer_0344
LED0345,LST0029,AGT008,Tom Reynolds,Knight Frank,Studio,0,Khalifa City,Abu Dhabi,415000.0,Direct Call,Contacted,2026-06-02,Buyer_0345
LED0346,LST0007,AGT009,Aisha Al Zaabi,CBRE,Penthouse,0,Yas Island,Abu Dhabi,12245000.0,Bayut,New,2026-05-22,Buyer_0346
LED0347,LST0255,AGT005,Emma Clarke,Dubizzle Property,Villa,3,Emirates Hills,Dubai,6953000.0,Direct Call,Lost,2026-02-20,Buyer_0347
LED0348,LST0133,AGT004,Raj Patel,Driven Properties,Studio,0,Yas Island,Abu Dhabi,915000.0,Bayut,Qualified,2026-05-31,Buyer_0348
LED0349,LST0138,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Muwailih Commercial,Sharjah,1250000.0,PropertyFinder,New,2026-04-08,Buyer_0349
LED0350,LST0220,AGT008,Tom Reynolds,Knight Frank,Townhouse,5,Downtown Dubai,Dubai,2530000.0,Direct Call,Lost,2026-06-16,Buyer_0350
LED0351,LST0135,AGT008,Tom Reynolds,Knight Frank,Apartment,5,Khalifa City,Abu Dhabi,942000.0,Walk-in,New,2026-02-25,Buyer_0351
LED0352,LST0234,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,5,Al Majaz,Sharjah,1231000.0,Walk-in,Qualified,2026-06-18,Buyer_0352
LED0353,LST0256,AGT008,Tom Reynolds,Knight Frank,Penthouse,2,Al Maryah Island,Abu Dhabi,10392000.0,Walk-in,Contacted,2026-03-30,Buyer_0353
LED0354,LST0081,AGT009,Aisha Al Zaabi,CBRE,Villa,3,Saadiyat Island,Abu Dhabi,2086000.0,Direct Call,New,2026-02-06,Buyer_0354
LED0355,LST0060,AGT004,Raj Patel,Driven Properties,Villa,5,Arabian Ranches,Dubai,2386000.0,Bayut,Lost,2026-07-02,Buyer_0355
LED0356,LST0023,AGT004,Raj Patel,Driven Properties,Studio,0,Muwailih Commercial,Sharjah,445000.0,PropertyFinder,Contacted,2026-06-21,Buyer_0356
LED0357,LST0242,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Al Majaz,Sharjah,337000.0,Direct Call,Converted,2026-05-25,Buyer_0357
LED0358,LST0092,AGT008,Tom Reynolds,Knight Frank,Penthouse,0,Jumeirah Village Circle,Dubai,6694000.0,PropertyFinder,Lost,2026-01-16,Buyer_0358
LED0359,LST0215,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,2,Al Nahda,Sharjah,1548000.0,Bayut,Qualified,2026-04-30,Buyer_0359
LED0360,LST0214,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Muwailih Commercial,Sharjah,879000.0,Direct Call,Qualified,2026-06-13,Buyer_0360
LED0361,LST0293,AGT006,Mohammed Al Rashid,Provident Estate,Townhouse,5,Yas Island,Abu Dhabi,1302000.0,Direct Call,New,2026-02-24,Buyer_0361
LED0362,LST0027,AGT009,Aisha Al Zaabi,CBRE,Townhouse,4,Al Majaz,Sharjah,2527000.0,Bayut,Contacted,2026-02-20,Buyer_0362
LED0363,LST0024,AGT010,Carlos Mendez,Savills,Apartment,2,Muwailih Commercial,Sharjah,1223000.0,Referral,New,2026-03-05,Buyer_0363
LED0364,LST0145,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Nahda,Sharjah,894000.0,Direct Call,Qualified,2026-06-10,Buyer_0364
LED0365,LST0284,AGT001,Sarah Al Mansoori,Betterhomes,Townhouse,0,Al Nahda,Sharjah,3375000.0,Referral,New,2026-03-30,Buyer_0365
LED0366,LST0103,AGT004,Raj Patel,Driven Properties,Penthouse,0,Al Nahda,Sharjah,8625000.0,Direct Call,Lost,2026-04-16,Buyer_0366
LED0367,LST0125,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,1,Muwailih Commercial,Sharjah,1713000.0,Referral,Qualified,2026-02-01,Buyer_0367
LED0368,LST0253,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Palm Jumeirah,Dubai,985000.0,Bayut,Lost,2026-05-01,Buyer_0368
LED0369,LST0078,AGT004,Raj Patel,Driven Properties,Apartment,3,Dubai Marina,Dubai,1409000.0,PropertyFinder,Converted,2026-06-26,Buyer_0369
LED0370,LST0120,AGT004,Raj Patel,Driven Properties,Apartment,2,Al Nahda,Sharjah,826000.0,Walk-in,Qualified,2026-01-21,Buyer_0370
LED0371,LST0005,AGT005,Emma Clarke,Dubizzle Property,Townhouse,1,DIFC,Dubai,1816000.0,Direct Call,New,2026-01-15,Buyer_0371
LED0372,LST0193,AGT006,Mohammed Al Rashid,Provident Estate,Apartment,1,Al Majaz,Sharjah,1983000.0,Direct Call,New,2026-05-11,Buyer_0372
LED0373,LST0272,AGT005,Emma Clarke,Dubizzle Property,Townhouse,5,DIFC,Dubai,1136000.0,Bayut,Converted,2026-02-27,Buyer_0373
LED0374,LST0031,AGT004,Raj Patel,Driven Properties,Apartment,0,Downtown Dubai,Dubai,1856000.0,Bayut,Qualified,2026-06-09,Buyer_0374
LED0375,LST0023,AGT004,Raj Patel,Driven Properties,Studio,0,Muwailih Commercial,Sharjah,445000.0,Bayut,Lost,2026-03-19,Buyer_0375
LED0376,LST0191,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Arabian Ranches,Dubai,358000.0,Referral,New,2026-02-04,Buyer_0376
LED0377,LST0049,AGT002,James Mitchell,Espace Real Estate,Townhouse,0,Khalifa City,Abu Dhabi,2647000.0,Walk-in,Contacted,2026-01-20,Buyer_0377
LED0378,LST0202,AGT006,Mohammed Al Rashid,Provident Estate,Apartment,4,Yas Island,Abu Dhabi,705000.0,PropertyFinder,Lost,2026-02-07,Buyer_0378
LED0379,LST0032,AGT005,Emma Clarke,Dubizzle Property,Villa,5,Emirates Hills,Dubai,4567000.0,Referral,Contacted,2026-05-03,Buyer_0379
LED0380,LST0150,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Al Nahda,Sharjah,695000.0,Direct Call,Qualified,2026-03-24,Buyer_0380
LED0381,LST0168,AGT004,Raj Patel,Driven Properties,Villa,3,Al Maryah Island,Abu Dhabi,5436000.0,Direct Call,Converted,2026-04-24,Buyer_0381
LED0382,LST0120,AGT004,Raj Patel,Driven Properties,Apartment,2,Al Nahda,Sharjah,826000.0,PropertyFinder,Contacted,2026-05-29,Buyer_0382
LED0383,LST0300,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,DIFC,Dubai,1090000.0,PropertyFinder,Contacted,2026-06-05,Buyer_0383
LED0384,LST0085,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Nahda,Sharjah,895000.0,Referral,Converted,2026-04-13,Buyer_0384
LED0385,LST0209,AGT010,Carlos Mendez,Savills,Apartment,4,Emirates Hills,Dubai,1334000.0,PropertyFinder,Lost,2026-04-02,Buyer_0385
LED0386,LST0107,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,3,Al Reem Island,Abu Dhabi,4673000.0,Referral,Qualified,2026-03-06,Buyer_0386
LED0387,LST0136,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Maryah Island,Abu Dhabi,716000.0,PropertyFinder,New,2026-05-23,Buyer_0387
LED0388,LST0156,AGT007,Priya Nair,Hamptons International,Studio,0,Business Bay,Dubai,522000.0,Walk-in,New,2026-05-08,Buyer_0388
LED0389,LST0168,AGT004,Raj Patel,Driven Properties,Villa,3,Al Maryah Island,Abu Dhabi,5436000.0,Bayut,New,2026-04-30,Buyer_0389
LED0390,LST0183,AGT010,Carlos Mendez,Savills,Townhouse,3,Muwailih Commercial,Sharjah,3893000.0,Referral,Lost,2026-06-20,Buyer_0390
LED0391,LST0154,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,3,Muwailih Commercial,Sharjah,8117000.0,Direct Call,Contacted,2026-06-25,Buyer_0391
LED0392,LST0208,AGT002,James Mitchell,Espace Real Estate,Apartment,3,Downtown Dubai,Dubai,627000.0,Referral,Lost,2026-02-12,Buyer_0392
LED0393,LST0128,AGT010,Carlos Mendez,Savills,Studio,0,Al Reem Island,Abu Dhabi,357000.0,PropertyFinder,Converted,2026-06-06,Buyer_0393
LED0394,LST0072,AGT007,Priya Nair,Hamptons International,Townhouse,5,Khalifa City,Abu Dhabi,2091000.0,PropertyFinder,New,2026-06-17,Buyer_0394
LED0395,LST0114,AGT008,Tom Reynolds,Knight Frank,Penthouse,3,Al Majaz,Sharjah,10533000.0,Bayut,Contacted,2026-03-22,Buyer_0395
LED0396,LST0191,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Arabian Ranches,Dubai,358000.0,PropertyFinder,Lost,2026-02-02,Buyer_0396
LED0397,LST0133,AGT004,Raj Patel,Driven Properties,Studio,0,Yas Island,Abu Dhabi,915000.0,PropertyFinder,New,2026-06-16,Buyer_0397
LED0398,LST0102,AGT010,Carlos Mendez,Savills,Apartment,0,Jumeirah Village Circle,Dubai,1892000.0,Referral,Contacted,2026-06-09,Buyer_0398
LED0399,LST0170,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Al Reem Island,Abu Dhabi,907000.0,PropertyFinder,New,2026-03-06,Buyer_0399
LED0400,LST0026,AGT009,Aisha Al Zaabi,CBRE,Apartment,1,JBR,Dubai,675000.0,Bayut,Lost,2026-03-14,Buyer_0400
LED0401,LST0203,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Al Maryah Island,Abu Dhabi,977000.0,Referral,New,2026-03-27,Buyer_0401
LED0402,LST0219,AGT001,Sarah Al Mansoori,Betterhomes,Apartment,1,Muwailih Commercial,Sharjah,719000.0,Bayut,Qualified,2026-05-09,Buyer_0402
LED0403,LST0096,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,2,Saadiyat Island,Abu Dhabi,10232000.0,Direct Call,Qualified,2026-03-10,Buyer_0403
LED0404,LST0077,AGT004,Raj Patel,Driven Properties,Apartment,5,Al Nahda,Sharjah,952000.0,PropertyFinder,Lost,2026-01-25,Buyer_0404
LED0405,LST0126,AGT009,Aisha Al Zaabi,CBRE,Apartment,3,Business Bay,Dubai,1402000.0,Direct Call,Converted,2026-03-19,Buyer_0405
LED0406,LST0282,AGT005,Emma Clarke,Dubizzle Property,Townhouse,2,Downtown Dubai,Dubai,2605000.0,Referral,New,2026-06-10,Buyer_0406
LED0407,LST0144,AGT009,Aisha Al Zaabi,CBRE,Apartment,3,Al Maryah Island,Abu Dhabi,1108000.0,Referral,Contacted,2026-03-17,Buyer_0407
LED0408,LST0103,AGT004,Raj Patel,Driven Properties,Penthouse,0,Al Nahda,Sharjah,8625000.0,Walk-in,Contacted,2026-01-22,Buyer_0408
LED0409,LST0279,AGT008,Tom Reynolds,Knight Frank,Penthouse,3,Khalifa City,Abu Dhabi,6221000.0,PropertyFinder,Converted,2026-04-02,Buyer_0409
LED0410,LST0246,AGT010,Carlos Mendez,Savills,Townhouse,1,Al Reem Island,Abu Dhabi,2220000.0,Walk-in,Converted,2026-04-05,Buyer_0410
LED0411,LST0290,AGT009,Aisha Al Zaabi,CBRE,Penthouse,3,Al Majaz,Sharjah,11679000.0,Walk-in,Qualified,2026-03-25,Buyer_0411
LED0412,LST0139,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,3,Al Maryah Island,Abu Dhabi,1269000.0,Bayut,New,2026-04-12,Buyer_0412
LED0413,LST0113,AGT002,James Mitchell,Espace Real Estate,Villa,1,Emirates Hills,Dubai,5904000.0,PropertyFinder,Qualified,2026-06-18,Buyer_0413
LED0414,LST0242,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Al Majaz,Sharjah,337000.0,Walk-in,Qualified,2026-02-03,Buyer_0414
LED0415,LST0120,AGT004,Raj Patel,Driven Properties,Apartment,2,Al Nahda,Sharjah,826000.0,Bayut,New,2026-04-30,Buyer_0415
LED0416,LST0124,AGT002,James Mitchell,Espace Real Estate,Apartment,3,Khalifa City,Abu Dhabi,1227000.0,Direct Call,Lost,2026-06-18,Buyer_0416
LED0417,LST0113,AGT002,James Mitchell,Espace Real Estate,Villa,1,Emirates Hills,Dubai,5904000.0,Walk-in,Converted,2026-04-03,Buyer_0417
LED0418,LST0089,AGT007,Priya Nair,Hamptons International,Penthouse,4,Business Bay,Dubai,11988000.0,Bayut,Contacted,2026-02-01,Buyer_0418
LED0419,LST0163,AGT004,Raj Patel,Driven Properties,Townhouse,5,Muwailih Commercial,Sharjah,1389000.0,Direct Call,Lost,2026-06-25,Buyer_0419
LED0420,LST0181,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,DIFC,Dubai,386000.0,Walk-in,Lost,2026-05-27,Buyer_0420
LED0421,LST0289,AGT005,Emma Clarke,Dubizzle Property,Townhouse,1,Khalifa City,Abu Dhabi,4365000.0,Bayut,Converted,2026-02-14,Buyer_0421
LED0422,LST0159,AGT009,Aisha Al Zaabi,CBRE,Apartment,3,JBR,Dubai,503000.0,Bayut,Converted,2026-06-23,Buyer_0422
LED0423,LST0047,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Muwailih Commercial,Sharjah,601000.0,PropertyFinder,Contacted,2026-01-29,Buyer_0423
LED0424,LST0113,AGT002,James Mitchell,Espace Real Estate,Villa,1,Emirates Hills,Dubai,5904000.0,PropertyFinder,Lost,2026-03-02,Buyer_0424
LED0425,LST0001,AGT005,Emma Clarke,Dubizzle Property,Apartment,1,Al Majaz,Sharjah,819000.0,Direct Call,Lost,2026-05-12,Buyer_0425
LED0426,LST0067,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Saadiyat Island,Abu Dhabi,336000.0,Direct Call,Contacted,2026-04-11,Buyer_0426
LED0427,LST0031,AGT004,Raj Patel,Driven Properties,Apartment,0,Downtown Dubai,Dubai,1856000.0,PropertyFinder,Contacted,2026-02-02,Buyer_0427
LED0428,LST0073,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,4,DIFC,Dubai,8406000.0,PropertyFinder,Lost,2026-03-31,Buyer_0428
LED0429,LST0038,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Dubai Marina,Dubai,1221000.0,Direct Call,Converted,2026-02-02,Buyer_0429
LED0430,LST0052,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Al Nahda,Sharjah,307000.0,Direct Call,Qualified,2026-04-11,Buyer_0430
LED0431,LST0070,AGT006,Mohammed Al Rashid,Provident Estate,Villa,3,Muwailih Commercial,Sharjah,2199000.0,Bayut,Converted,2026-01-20,Buyer_0431
LED0432,LST0250,AGT006,Mohammed Al Rashid,Provident Estate,Villa,3,Saadiyat Island,Abu Dhabi,2894000.0,Direct Call,Contacted,2026-02-09,Buyer_0432
LED0433,LST0183,AGT010,Carlos Mendez,Savills,Townhouse,3,Muwailih Commercial,Sharjah,3893000.0,Bayut,Lost,2026-05-19,Buyer_0433
LED0434,LST0194,AGT004,Raj Patel,Driven Properties,Studio,0,Downtown Dubai,Dubai,857000.0,Direct Call,Qualified,2026-05-31,Buyer_0434
LED0435,LST0091,AGT010,Carlos Mendez,Savills,Studio,0,Al Maryah Island,Abu Dhabi,1153000.0,PropertyFinder,Lost,2026-03-24,Buyer_0435
LED0436,LST0291,AGT004,Raj Patel,Driven Properties,Penthouse,4,Al Reem Island,Abu Dhabi,5713000.0,PropertyFinder,Contacted,2026-01-29,Buyer_0436
LED0437,LST0163,AGT004,Raj Patel,Driven Properties,Townhouse,5,Muwailih Commercial,Sharjah,1389000.0,Walk-in,Contacted,2026-01-20,Buyer_0437
LED0438,LST0290,AGT009,Aisha Al Zaabi,CBRE,Penthouse,3,Al Majaz,Sharjah,11679000.0,PropertyFinder,Converted,2026-05-27,Buyer_0438
LED0439,LST0170,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Al Reem Island,Abu Dhabi,907000.0,PropertyFinder,Contacted,2026-04-05,Buyer_0439
LED0440,LST0164,AGT008,Tom Reynolds,Knight Frank,Apartment,1,Muwailih Commercial,Sharjah,1535000.0,Bayut,New,2026-01-12,Buyer_0440
LED0441,LST0172,AGT010,Carlos Mendez,Savills,Penthouse,2,Business Bay,Dubai,8461000.0,Referral,New,2026-04-26,Buyer_0441
LED0442,LST0108,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Al Nahda,Sharjah,1036000.0,Bayut,New,2026-04-04,Buyer_0442
LED0443,LST0132,AGT010,Carlos Mendez,Savills,Townhouse,5,Business Bay,Dubai,3829000.0,PropertyFinder,New,2026-06-20,Buyer_0443
LED0444,LST0198,AGT007,Priya Nair,Hamptons International,Villa,4,Yas Island,Abu Dhabi,2448000.0,Referral,Converted,2026-05-21,Buyer_0444
LED0445,LST0212,AGT002,James Mitchell,Espace Real Estate,Villa,2,Al Nahda,Sharjah,6619000.0,Referral,Converted,2026-04-04,Buyer_0445
LED0446,LST0280,AGT009,Aisha Al Zaabi,CBRE,Townhouse,2,Khalifa City,Abu Dhabi,3820000.0,Referral,New,2026-03-02,Buyer_0446
LED0447,LST0296,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Khalifa City,Abu Dhabi,881000.0,Bayut,Contacted,2026-03-09,Buyer_0447
LED0448,LST0038,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Dubai Marina,Dubai,1221000.0,PropertyFinder,Qualified,2026-06-27,Buyer_0448
LED0449,LST0164,AGT008,Tom Reynolds,Knight Frank,Apartment,1,Muwailih Commercial,Sharjah,1535000.0,Direct Call,New,2026-06-14,Buyer_0449
LED0450,LST0176,AGT002,James Mitchell,Espace Real Estate,Villa,5,Muwailih Commercial,Sharjah,5484000.0,Bayut,Converted,2026-05-22,Buyer_0450
LED0451,LST0039,AGT008,Tom Reynolds,Knight Frank,Penthouse,1,DIFC,Dubai,11214000.0,Walk-in,New,2026-04-07,Buyer_0451
LED0452,LST0248,AGT005,Emma Clarke,Dubizzle Property,Apartment,4,Meydan City,Dubai,1053000.0,PropertyFinder,Converted,2026-01-16,Buyer_0452
LED0453,LST0085,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Nahda,Sharjah,895000.0,Walk-in,Converted,2026-05-23,Buyer_0453
LED0454,LST0028,AGT005,Emma Clarke,Dubizzle Property,Villa,3,Muwailih Commercial,Sharjah,7472000.0,PropertyFinder,Qualified,2026-05-11,Buyer_0454
LED0455,LST0098,AGT002,James Mitchell,Espace Real Estate,Villa,5,Arabian Ranches,Dubai,2029000.0,Referral,Lost,2026-02-14,Buyer_0455
LED0456,LST0136,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Maryah Island,Abu Dhabi,716000.0,Direct Call,Qualified,2026-05-03,Buyer_0456
LED0457,LST0050,AGT004,Raj Patel,Driven Properties,Studio,0,Downtown Dubai,Dubai,781000.0,PropertyFinder,Converted,2026-02-06,Buyer_0457
LED0458,LST0282,AGT005,Emma Clarke,Dubizzle Property,Townhouse,2,Downtown Dubai,Dubai,2605000.0,Referral,Contacted,2026-06-19,Buyer_0458
LED0459,LST0185,AGT002,James Mitchell,Espace Real Estate,Villa,5,Al Maryah Island,Abu Dhabi,6496000.0,PropertyFinder,Converted,2026-06-10,Buyer_0459
LED0460,LST0151,AGT009,Aisha Al Zaabi,CBRE,Penthouse,1,Saadiyat Island,Abu Dhabi,6644000.0,Walk-in,Converted,2026-05-12,Buyer_0460
LED0461,LST0050,AGT004,Raj Patel,Driven Properties,Studio,0,Downtown Dubai,Dubai,781000.0,PropertyFinder,Contacted,2026-05-20,Buyer_0461
LED0462,LST0150,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Al Nahda,Sharjah,695000.0,PropertyFinder,Converted,2026-06-03,Buyer_0462
LED0463,LST0158,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,4,JBR,Dubai,1947000.0,Referral,Converted,2026-02-27,Buyer_0463
LED0464,LST0136,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Maryah Island,Abu Dhabi,716000.0,PropertyFinder,Lost,2026-03-25,Buyer_0464
LED0465,LST0095,AGT008,Tom Reynolds,Knight Frank,Villa,1,Al Nahda,Sharjah,2087000.0,Direct Call,Converted,2026-03-30,Buyer_0465
LED0466,LST0096,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,2,Saadiyat Island,Abu Dhabi,10232000.0,Referral,New,2026-04-26,Buyer_0466
LED0467,LST0226,AGT002,James Mitchell,Espace Real Estate,Townhouse,3,Muwailih Commercial,Sharjah,4027000.0,Referral,Qualified,2026-05-06,Buyer_0467
LED0468,LST0138,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Muwailih Commercial,Sharjah,1250000.0,Walk-in,New,2026-05-25,Buyer_0468
LED0469,LST0050,AGT004,Raj Patel,Driven Properties,Studio,0,Downtown Dubai,Dubai,781000.0,PropertyFinder,Qualified,2026-02-14,Buyer_0469
LED0470,LST0212,AGT002,James Mitchell,Espace Real Estate,Villa,2,Al Nahda,Sharjah,6619000.0,Walk-in,Contacted,2026-02-11,Buyer_0470
LED0471,LST0032,AGT005,Emma Clarke,Dubizzle Property,Villa,5,Emirates Hills,Dubai,4567000.0,Referral,Lost,2026-03-17,Buyer_0471
LED0472,LST0275,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,1,Al Nahda,Sharjah,3599000.0,Referral,Lost,2026-05-03,Buyer_0472
LED0473,LST0244,AGT007,Priya Nair,Hamptons International,Penthouse,2,Al Reem Island,Abu Dhabi,9450000.0,Direct Call,New,2026-03-23,Buyer_0473
LED0474,LST0018,AGT007,Priya Nair,Hamptons International,Villa,4,Palm Jumeirah,Dubai,2162000.0,Walk-in,Lost,2026-02-20,Buyer_0474
LED0475,LST0293,AGT006,Mohammed Al Rashid,Provident Estate,Townhouse,5,Yas Island,Abu Dhabi,1302000.0,Walk-in,Contacted,2026-06-02,Buyer_0475
LED0476,LST0230,AGT007,Priya Nair,Hamptons International,Studio,0,DIFC,Dubai,798000.0,Bayut,Contacted,2026-05-09,Buyer_0476
LED0477,LST0099,AGT010,Carlos Mendez,Savills,Apartment,1,Business Bay,Dubai,843000.0,Bayut,New,2026-03-16,Buyer_0477
LED0478,LST0041,AGT008,Tom Reynolds,Knight Frank,Studio,0,Khalifa City,Abu Dhabi,447000.0,Referral,Contacted,2026-01-23,Buyer_0478
LED0479,LST0076,AGT002,James Mitchell,Espace Real Estate,Villa,2,Al Nahda,Sharjah,4738000.0,Walk-in,Qualified,2026-04-12,Buyer_0479
LED0480,LST0035,AGT002,James Mitchell,Espace Real Estate,Apartment,0,Khalifa City,Abu Dhabi,1092000.0,PropertyFinder,Converted,2026-02-10,Buyer_0480
LED0481,LST0204,AGT008,Tom Reynolds,Knight Frank,Townhouse,4,Muwailih Commercial,Sharjah,3151000.0,Walk-in,Qualified,2026-04-23,Buyer_0481
LED0482,LST0267,AGT008,Tom Reynolds,Knight Frank,Studio,0,DIFC,Dubai,360000.0,Referral,New,2026-01-04,Buyer_0482
LED0483,LST0268,AGT009,Aisha Al Zaabi,CBRE,Apartment,4,Muwailih Commercial,Sharjah,848000.0,Referral,New,2026-03-18,Buyer_0483
LED0484,LST0077,AGT004,Raj Patel,Driven Properties,Apartment,5,Al Nahda,Sharjah,952000.0,Bayut,Lost,2026-02-02,Buyer_0484
LED0485,LST0299,AGT003,Fatima Hassan,Allsopp & Allsopp,Townhouse,4,Muwailih Commercial,Sharjah,3268000.0,PropertyFinder,New,2026-02-08,Buyer_0485
LED0486,LST0052,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Al Nahda,Sharjah,307000.0,Direct Call,Lost,2026-04-05,Buyer_0486
LED0487,LST0211,AGT002,James Mitchell,Espace Real Estate,Townhouse,4,Al Nahda,Sharjah,2815000.0,Direct Call,Converted,2026-01-16,Buyer_0487
LED0488,LST0249,AGT007,Priya Nair,Hamptons International,Apartment,4,Emirates Hills,Dubai,1030000.0,Walk-in,Lost,2026-03-03,Buyer_0488
LED0489,LST0020,AGT009,Aisha Al Zaabi,CBRE,Apartment,2,Muwailih Commercial,Sharjah,1648000.0,Bayut,Qualified,2026-03-21,Buyer_0489
LED0490,LST0074,AGT005,Emma Clarke,Dubizzle Property,Townhouse,1,Al Majaz,Sharjah,2550000.0,Walk-in,Lost,2026-01-09,Buyer_0490
LED0491,LST0206,AGT007,Priya Nair,Hamptons International,Penthouse,3,Al Reem Island,Abu Dhabi,9931000.0,PropertyFinder,Converted,2026-04-09,Buyer_0491
LED0492,LST0122,AGT008,Tom Reynolds,Knight Frank,Villa,0,Al Nahda,Sharjah,6775000.0,PropertyFinder,Converted,2026-04-25,Buyer_0492
LED0493,LST0191,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Arabian Ranches,Dubai,358000.0,PropertyFinder,Qualified,2026-04-16,Buyer_0493
LED0494,LST0160,AGT008,Tom Reynolds,Knight Frank,Apartment,2,Saadiyat Island,Abu Dhabi,995000.0,Direct Call,Converted,2026-01-05,Buyer_0494
LED0495,LST0051,AGT006,Mohammed Al Rashid,Provident Estate,Villa,2,Yas Island,Abu Dhabi,2699000.0,Bayut,Contacted,2026-04-17,Buyer_0495
LED0496,LST0227,AGT002,James Mitchell,Espace Real Estate,Penthouse,2,Yas Island,Abu Dhabi,8470000.0,Direct Call,Qualified,2026-03-18,Buyer_0496
LED0497,LST0046,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Meydan City,Dubai,888000.0,Bayut,Converted,2026-05-09,Buyer_0497
LED0498,LST0209,AGT010,Carlos Mendez,Savills,Apartment,4,Emirates Hills,Dubai,1334000.0,Referral,Lost,2026-03-29,Buyer_0498
LED0499,LST0029,AGT008,Tom Reynolds,Knight Frank,Studio,0,Khalifa City,Abu Dhabi,415000.0,Walk-in,Contacted,2026-06-16,Buyer_0499
